year,station,do,ph,co,bod,na,tc,wqi
2013,2426,7.2,7.8,201,1.3,1.59,31034,71.34
2013,2427,7.3,8,221,1.2,2.26,5289,82.58
2013,1685,6.7,7.8,183,1,1,468,88.2
2013,2442,8,7.7,401,1.8965,1,468,87.66
2013,2443,8,8.2,1886,4,1,468,82.98
2013,2444,7,8.2,742,5,1,468,82.98
2013,2445,7,6.4,149,4,1,468,67.2
2013,1450,6.7,7.5,1088,1.7,0,474,87.66
2013,1159,7.2,6.5,73,3.1,0,59,73.98
2013,1160,6.7,6.3,98,3.3,1.5,74,67.2
2013,1161,6.3,6.5,143,4,4,124,73.8
2013,1162,6.6,6.9,260,5.4,1,53,80.04
2013,1328,7.1,6.3,71,3.5,1,82,67.38
2013,1329,6.9,6.3,65,3.5,0,52,67.38
2013,1330,7.3,7.1,607,3.6,0.88,104,82.98
2013,3025,6.1,7,446,5.2,0.56,77,82.98
2013,3026,6.9,6.4,94,3.2,1.59,65,67.2
2013,3027,6.8,6.8,451,9.4,0.55,58,75
2013,3028,6,6.6,169,3.9,2,84,73.62
2013,3029,6.5,6.7,187,3.3,3,113,76.92
2013,3023,3.4,7.8,2577,164.9,1.5,160405392,30.54
2013,1861,6.7,7.3,183,1.8965,0.516,468,88.2
2013,1023,5.5,7.2,636,9.7,4,4975,67.06
2013,1024,4.7,7.3,1088,23.8,4,56000,50.2
2013,1295,5.3,7.2,689,11.3,4,6025,67.06
2013,1473,4.9,7.3,1267,23.5,3,54250,50.2
2013,1698,5.3,7.4,852,13,4,26750,55.82
2013,1699,4.9,7.5,977,16.5,5,30500,50.2
2013,1700,4.4,7.4,1256,24.8,6,55250,50.2
2013,1701,4.8,7.2,1021,20.3,4,43700,50.2
2013,1702,5.1,7.3,971,14.8,5,8425,67.06
2013,1703,4.6,7.4,1284,24.3,4,50000,50.2
2013,1704,4,7.4,1096,26,3,57500,44.58
2013,1705,4.4,7.3,1002,21.5,4,43750,50.2
2013,1025,6.7,6.9,910,13,0,468,75
2013,1026,6.7,6.5,930,15,0,468,68.4
2013,1884,5,7.3,183,33.9,0,468,67.6
2013,1887,6.7,6.7,960,18,0,468,71.7
2013,1718,4.8,7.6,295,0.8,0,9,82.4
2013,1871,7.1,7.5,293,1.3,0,19,93.64
2013,2624,7.1,7.5,316,1.4,0,22,93.28
2013,2625,6.6,7.5,274,1.6,0,24,93.64
2013,1870,4.9,7.4,407,16.3,0,120,67.06
2013,2947,4.9,8.3,603,1,0,5,87.66
2013,1717,5.5,7.4,138,0.8,0,6,88.38
2013,2948,5.5,8.1,625,1.1,0,6,87.66
2013,1719,5,7.3,305,1.7,0,12,82.04
2013,2949,5.6,8.1,552,1.1,0,6,87.66
2013,3305,7.3,7.3,402,2.1,0,32,93.28
2013,3383,7.2,7.3,99,2.2,1,57,88.38
2013,3384,7.2,7.4,102,2.2,1,56,88.38
2013,3380,7.6,7.2,72,1.8,2.56,57,88.56
2013,1632,7.1,7.5,131,2.2,3.2,413,88.38
2013,1428,5.2,2.9,682,7.8,1.5,30,61.8
2013,3369,7.3,7.1,47,1.3,2,48,94.18
2013,3370,7.6,7.2,52,1.2,2,36,94.18
2013,3371,8,6.9,64,1.8,3.38,49,90.88
2013,3372,7.9,7.3,46,1.4,1,29,94.18
2013,3373,7.4,7.2,53,1.9,3,32,94.18
2013,3374,7.7,7.2,55,1.6,3,63,88.56
2013,3375,6.8,2.7,1074,3.2,2.33,11,72.1
2013,3376,7.1,6.5,237,3.8,4.56,1072,67.82
2013,3381,7.8,7.2,50,1.6,1.77,41,94.18
2013,3382,7.3,7.3,71,2,2.66,47,94.18
2013,3377,7.3,7,91,1.8,3.3,45,94
2013,3378,7.4,7.1,49,1.7,2.44,42,94.18
2013,1631,6.5,7.1,99,2.7,3.56,2722,82.76
2013,3379,7.5,5.7,50,1.5,2.21,23,77.68
2013,3367,5.8,6.9,68,3.1,4.9,463,74.96
2013,3368,6.9,7.2,44,1.4,2.66,33,94.18
2013,1633,7.8,7.3,93,1.9,2.99,444,88.38
2013,3353,6.6,7,66,2.3,4,63,88.56
2013,3354,7.6,7.1,53,1.7,3,53,88.56
2013,3355,7.8,7,47,1.4,2,35,94.18
2013,3356,7.7,7.4,128,1.6,3.32,56,88.38
2013,3350,7.1,7,54,1.8,2.58,43,94.18
2013,3351,7.4,7,69,1.6,3.3,87,88.56
2013,3352,7.5,7.2,58,1.6,2.25,46,94.18
2013,3359,3.1,7.2,401,21.8,19,31444,44.58
2013,3360,4.7,7.2,202,13.6,15,20056,50.74
2013,3361,2.1,7.2,303,37.2,18.2,62333,33.34
2013,3362,1.8,7.2,394,40.6,15.4,96944,33.34
2013,3357,7.2,6.9,55,1.7,3.04,56,85.26
2013,3358,7.9,7.1,55,1.2,3.55,50,94.18
2013,3363,6.9,6.9,52,2.2,3.48,45,90.88
2013,3364,1.9,7,306,34.2,17.9,85667,33.34
2013,3365,4.5,7.1,196,15.5,11,43333,50.74
2013,1427,7.2,7.1,107,6.7,5.56,476,79.02
2013,3366,7.5,7,82,2.1,3.02,122,88.38
2013,2050,7.1,7.5,189,1.9,1,468,88.2
2013,2051,7,7.6,197,1.8,1,468,88.2
2013,2052,7.2,7.9,158,1.9,0.95,468,88.2
2013,2053,6.5,7.8,161,1.8,0.99,468,88.2
2013,1403,6.6,7.7,165,1.7,0,325,88.2
2013,1404,6.7,7.8,167,4.8,1,520,77.9
2013,1726,6.6,7.7,183,3.7,1.55,575,77.9
2012,1393,7.1,7.8,151,8,0.08,468,78.84
2012,1150,7.2,7.4,319,0.7,0.18,10,93.28
2012,1865,6.2,8.4,894,9,0.38,350,78.3
2012,1434,2.2,8,1835,17.9,0.86,25478,33.34
2012,1980,2,7.7,3165,32.3,3.44,15173,33.34
2012,1149,2.4,7.6,1500,6.2,1.31,13,55.82
2012,1399,5.9,7.2,52,2.1,0.08,90,82.94
2012,1475,6.1,6.8,408,1.3,0.17,3808,78.74
2012,3181,5.5,6.9,143,1.3,0.09,11113,62.6
2012,3182,5.4,7.2,60,1.5,0.08,2309,77.32
2012,1400,5.8,7.2,34,5.3,0.17,3322,72.64
2012,1476,5.9,6.7,125,1.5,0.14,5793,70.54
2012,3185,6.4,6.7,175,1.3,0.1,3636,75.98
2012,3186,6.2,7.7,39,1.3,0.06,4517,82.94
2012,3187,6.1,7.8,39,1.5,0.06,5840,82.94
2012,1543,7.3,6.9,61,0.7,0.09,4388,79.64
2012,1548,6.8,6.6,71,1.5,0.14,3949,73.04
2012,2276,7.4,6.5,129,2.3,0.49,16691,61.62
2012,2275,7,6.8,503,1.6,0.66,2404,78.74
2012,3189,6.3,7.5,31,1.6,0.06,4267,82.94
2012,1546,7.1,6.8,70,0.8,0.17,3567,79.64
2012,2270,7.3,6.8,69,1.2,0.12,2446,79.64
2012,2272,6.7,6.6,118,1,0.22,3496,72.86
2012,1545,7.4,6.8,80,1.3,0.06,1404,79.46
2012,2274,4.5,6.6,250,2.4,0.16,5889,61.26
2012,2271,6.1,6.9,74,1.8,0.19,3937,79.64
2012,2273,5.9,7.3,44,1.6,0.14,2794,77.32
2012,3183,2.4,6.5,195,4.8,0.35,14217,28.66
2012,3184,4,6.8,207,1.8,0.34,2280,62.42
2012,3190,5.4,7.6,40,1.6,0.07,1330,77.32
2012,3191,5.3,7.6,41,1.4,0.08,2517,77.32
2012,1547,7,6.9,54,0.8,0.21,3059,79.64
2012,3188,5.9,7.7,44,2.1,0.08,831,77.32
2012,1544,7.1,6.5,60,1.7,0.13,8163,73.04
2012,2651,6.9,7.7,99,3.3,0.56,123,83.7
2012,1461,6.6,7.9,123,3.2,0.52,104,83.7
2012,2653,6.6,7.7,220,3.6,0.65,77,83.52
2012,2654,6.8,7.7,219,3.4,0.63,75,83.52
2012,1092,4.8,7.2,5429,8.4,2.08,408,67.06
2012,2670,6.4,8,493,4.2,3.91,68,82.98
2012,1152,6.8,7.6,100,3,0.54,295,88.38
2012,2198,6.7,7.5,316,4.6,0.6,132,82.98
2012,2671,5.8,7.9,37227,9.5,1.42,451,72.68
2012,2672,6.9,7.7,84,3.1,0.42,168,83.7
2012,2168,4.9,7.6,21254,55.5,2.18,964,61.44
2012,2676,6.9,7.9,312,2.7,1.58,107,87.66
2012,1151,6.8,7.5,146,3,0.6,241,88.38
2012,1462,6.7,7.3,127,2.9,0.59,209,88.38
2012,2685,5.6,6.9,432,4.5,1.72,173,74.06
2012,2686,6.5,7.3,126,3,0.59,284,88.38
2012,2687,7.1,7.5,128,3,0.6,297,88.38
2012,2688,6.4,7.3,129,3.1,0.6,191,83.7
2012,2689,6.9,7.7,129,2.9,0.55,268,88.38
2012,2696,7,7.9,153,2.9,0.55,86,88.2
2012,2199,6.4,7.6,10165,3.7,2.14,139,82.98
2012,2701,6.9,7.7,307,2.8,3.6,123,87.66
2012,2702,6.3,7.7,322,3.5,1.1,116,82.98
2012,2703,6.5,7.5,5835,3.4,1.72,126,82.98
2012,2704,6.3,7.4,9245,4.7,2,134,82.98
2012,2706,6.5,8.1,1907,4,0.55,115,82.98
2012,2707,7,8,1896,3.5,0.64,245,82.98
2012,2708,7,8,206,2.9,0.56,74,88.2
2012,2709,6.8,7.8,239,3.3,0.56,77,83.34
2012,1093,6.4,7.6,152,3.2,0.96,142,83.52
2012,1094,6.7,7.7,146,3,0.89,73,88.38
2012,2162,6.7,7.6,137,2.9,0.76,64,88.38
2012,2712,6.6,7.8,228,3.5,0.57,79,83.34
2012,2164,7,7.7,409,2.4,0.93,112,87.66
2012,2713,6.8,7.6,263,2.9,0.81,123,88.02
2012,2714,6.9,7.5,338,2.3,3.93,108,87.66
2012,1342,7,7.2,79,0.8,0.62,637,82.76
2012,1443,6.6,7,67,1.1,0.53,670,82.94
2012,3465,6.6,7.3,59,0.7,0.57,541,82.94
2012,3466,6.2,7.3,66,0.8,0.55,609,82.94
2012,2297,7.1,7,67,1,0.34,538,82.94
2012,2319,7,6.7,5341,1.1,0.37,528,75.44
2012,2286,6.7,7.3,89,1.1,0.35,2025,82.76
2012,2331,6.2,7.3,136,1,0.46,676,82.76
2012,2332,7.1,8.1,212,0.9,0.56,992,82.58
2012,1154,6.3,6.3,134,1.2,0.67,780,66.26
2012,20,7.3,7.2,76,0.6,0.31,893,82.76
2012,21,7,7.3,11041,0.9,0.29,503,82.04
2012,3464,6.8,7.1,75,0.8,0.5,1169,82.94
2012,1572,7.4,7.2,61,0.7,0.11,255,88.56
2012,1573,1.7,6.6,769,3.4,1.11,1717,39.36
2012,2295,6.1,7.5,14083,1.4,0.25,2686,82.04
2012,1564,6.6,7.2,92,0.8,0.77,660,82.76
2012,2287,6.6,7.2,1348,0.8,1.01,810,82.04
2012,1566,6,6.7,95,1.2,0.29,680,76.16
2012,2293,6.6,6.8,78,1,0.2,626,79.46
2012,2337,0.6,6.7,268,4.1,1.28,1308,43.02
2012,2338,1.8,6.6,82,2,0.39,1410,44.76
2012,42,7.1,7.2,61,1,0.34,608,82.94
2012,2294,3.9,7.6,30298,2.5,0.59,7240,65.18
2012,3460,6.6,8,310,1.1,0.54,783,82.04
2012,3458,7,7.1,97,0.8,0.35,77,88.38
2012,1571,7.3,7,51,0.7,0.18,258,88.56
2012,1155,0.5,7.1,1717,21.2,4.41,15833,33.34
2012,3471,7,7.4,55,0.9,0.32,1400,82.94
2012,2289,6.1,6.8,67,1.1,0.58,394,85.26
2012,2301,7,6.7,61,1.3,0.28,248,81.96
2012,2291,5.2,6.9,81,1.5,0.37,465,79.46
2012,2326,6.1,8,510,1.1,0.72,1572,82.04
2012,1569,6.5,6.9,12150,1.8,0.52,1481,78.74
2012,2298,7.9,7.2,50,1.1,0.3,845,82.94
2012,1567,7.5,6.9,34,0.9,0.14,256,85.26
2012,1568,7,7.4,72,1,0.38,897,82.94
2012,2285,7.3,7.3,99,0.9,0.23,1788,82.76
2012,1340,7.5,6.9,125,1.6,0.45,1400,79.46
2012,1384,6.8,6.9,116,1.7,0.4,1260,79.46
2012,3459,5.8,7.3,107,0.9,0.88,343,82.76
2012,2307,7.1,7.2,85,0.8,0.31,184,88.38
2012,1339,6.8,7.1,58,0.7,0.46,3460,82.94
2012,2304,5.7,7.3,13197,1.5,0.35,144,82.04
2012,43,6.7,7.1,58,1.2,0.39,1739,82.94
2012,2302,7,6.9,3453,0.9,0.17,278,84.36
2012,1570,6.5,7,14369,1.3,0.27,175,87.66
2012,1563,6.6,7.3,70,1.4,0.39,1875,82.94
2012,2284,7,7.3,60,0.8,0.18,1813,82.94
2012,2288,6.3,7.2,97,0.8,0.56,880,82.76
2012,1156,6,7,63,1.1,1.04,493,88.56
2012,1341,4.4,7.1,113,1.5,1.17,722,71.52
2012,1565,4.5,7.2,79,1,1.04,537,71.52
2012,17,5.1,6.9,1789,2.1,0.68,1946,73.12
2012,18,7.5,7.2,36,1.1,0.27,1134,82.94
2012,1338,6.8,7,59,1.3,0.32,2267,82.94
2012,2333,6.8,6.9,114,1.4,0.23,1785,79.46
2012,2334,5.9,6.8,1108,2.2,0.62,1520,73.12
2012,2335,4.9,6.7,88,2.2,0.28,2200,64.92
2012,2336,6.8,6.9,1686,1.4,0.25,1223,78.74
2012,3468,7.1,6.9,45,1.2,0.29,1636,79.64
2012,2300,6.9,6.6,56,1.1,0.3,542,73.04
2012,2303,6.5,6.3,49,1,0.22,323,72.06
2012,2290,4.9,6.6,169,2.1,0.76,1241,61.44
2012,2299,4.2,6.5,19575,1.4,0.39,528,60.9
2012,2305,6.9,7.1,63,0.9,0.16,336,88.56
2012,2296,6.6,6.7,69,0.8,0.38,464,81.96
2012,2292,4.5,6.6,6381,2.1,0.34,435,66.52
2012,2306,6.2,7.2,9326,1.3,0.22,141,87.66
2012,3473,6.6,7.1,15158,1.1,0.26,810,82.04
2012,1442,6.3,7.3,74,1.2,0.29,1813,82.94
2012,1448,6,7.6,429,1.1,1.1,362,87.66
2012,2352,6,7.8,308,1.1,1.47,343,87.66
2012,3080,5.8,7.4,505,0.6,0.73,1517,76.42
2012,3081,6.1,7.5,465,0.5,0.34,1458,82.04
2012,1444,6.4,7.1,183,2.3,0.62,398,88.2
2012,2780,7.1,7.4,135,1.9,0.72,995,82.76
2012,1894,6.7,7.2,103,1,0.516,70,88.38
2012,1892,6.8,7.1,106,1,0.516,137,88.38
2012,2423,7.8,7.9,213,1.5,0.35,15083,71.34
2012,2424,7.7,8.1,312,2,0.75,32017,70.8
2012,2425,6.9,7.6,99,1.6,1.39,5395,82.76
2012,2422,7.3,8,230,1.6,0.69,4348,82.4
2012,1642,6.8,8.1,264,2.6,1.16,5142,82.4
2012,1643,7.2,8.1,272,3.1,1.46,4586,77.72
2012,1455,8,8.3,312,1.4,0.73,4319,82.04
2012,1456,8.2,8,19595,2,0.94,1116,82.04
2012,2426,7,8,199,1.8,1.11,3573,82.58
2012,2427,7.2,8.1,201,1.6,0.36,2324,82.58
2012,1685,6.8,7.8,505,2.1,0.02,468,87.66
2012,2444,6.5,7.9,11170,3,0.3,468,87.66
2012,2442,6.9,7.4,4990,3,0.37,468,87.66
2012,2443,6.8,8.1,1516,1.8965,0.28,468,87.66
2012,2445,6,7.3,44600,1.8965,0.23,468,87.66
2012,1450,6.8,7.5,890,2.1,0.51,589,82.04
2012,1159,7.3,7.6,160,1.9,0.06,89,88.2
2012,1160,7,7.7,111,2.2,0.08,131,88.38
2012,1161,6.7,7.7,139,3.1,0.22,300,83.7
2012,1162,7.2,7.2,288,2.1,0.14,91,88.02
2012,1328,7,7.1,95,1.9,0.08,118,88.38
2012,1329,7,7.5,84,1.7,0.06,87,88.38
2012,1330,7.4,7,3101,15.6,0.15,174,78.3
2012,3025,7.2,7.3,510,2.9,0.08,123,87.66
2012,3026,7.1,7.4,88,1.8,0.07,90,88.38
2012,3027,7.2,6.9,338,3.8,0.07,104,79.68
2012,3028,6.7,7.6,162,3.3,0.16,249,83.52
2012,3029,6.7,7.6,182,4.1,0.15,251,83.52
2012,3023,0.2,7.2,2219,185.8,1.75,300000000,19.3
2012,1885,6.8,8,414,3.1,0.88,468,82.98
2012,1023,5.5,7.4,635,8.8,5.08,5500,67.06
2012,1024,5.5,7.4,1051,25,6.8,63000,55.82
2012,1295,5.3,7.3,636,9.9,5,10000,67.06
2012,1473,5.1,7.4,993,21.9,6.63,57750,55.82
2012,1698,5.3,7.5,632,13.5,5.08,34750,55.82
2012,1699,4.9,7.4,973,17.5,4.77,40667,50.2
2012,1700,4.3,7.5,1156,24.5,7.65,65000,50.2
2012,1701,4.8,7.4,904,26,8.6,55000,50.2
2012,1702,5.1,7.4,1110,16,14.85,12000,55.82
2012,1703,5.3,7.4,1290,26.9,8.1,66250,55.82
2012,1704,4.9,7.4,990,27.8,6.78,40500,50.2
2012,1705,5.2,7.4,914,20.5,6.18,29500,55.82
2012,1025,6.4,7.9,1808,21,5.9,468,78.3
2012,1026,6.6,7.8,1302,18,0.516,468,78.3
2012,1887,6.4,8,1286,19.5,0.516,468,78.3
2012,1718,4.8,7.5,280,2.4,0.72,4,88.02
2012,1871,7.7,7.4,344,1.2,0.37,19,93.28
2012,2624,7.3,7,310,1.4,0.38,22,93.28
2012,2625,7.1,7.7,303,1.5,0.34,23,93.28
2012,1884,3.3,7.5,1630,185,1.75,468,47.4
2012,1870,6.2,7.5,788,41.5,4.08,235,78.3
2012,2947,6,8.3,468,1.4,0.43,16,93.28
2012,1717,5.9,7.3,234,1.5,0.36,12,88.02
2012,2948,6.4,8,527,1.2,0.35,21,93.28
2012,2949,5.9,7.9,796,1.5,0.48,14,87.66
2012,3305,7.3,7.4,388,2.1,0.58,46,93.28
2012,2869,8.5,7.5,166,2.7,0.516,31,93.82
2012,2838,8.9,7,125,1.9,0.516,45,94
2012,2868,8,7.8,144,2.1,0.516,51,88.38
2012,1424,7.5,7.7,87,1.2,0.516,54,88.38
2012,1457,8.5,7.6,84,2,0.516,16,94
2012,1627,8.4,7.5,103,1.9,0.516,75,88.38
2012,1628,8.7,7.2,117,3.2,0.516,52,83.7
2012,2861,6.5,7.7,287,8.2,0.516,114,78.66
2012,2862,8.6,7.5,130,4.6,0.516,39,89.32
2012,2864,8.9,7.5,109,1.2,0.516,33,94
2012,2874,9.8,8.4,246,1.2,0.516,10,93.64
2012,1458,7.6,7.5,147,1.3,0.516,30,94
2012,1624,8.7,7.6,202,1.2,0.516,60,88.2
2012,2863,8.4,7.4,177,2.4,0.516,48,93.82
2012,2873,8.7,7.6,203,2.5,0.516,59,88.2
2012,2865,8.2,7.4,120,1.9,0.516,46,94
2012,2866,8,7.2,110,1.4,0.516,80,88.38
2012,1925,8.4,7.6,213,1.5,0.516,20,93.82
2012,2877,9.4,7.8,174,1,0.516,16,93.82
2012,1926,8.1,8,244,2.4,0.516,73,88.02
2012,2878,8.1,8,162,1.8,0.516,26,93.82
2012,2867,8.7,7.6,163,2.6,0.516,24,93.82
2012,2852,8.7,7.6,143,1.9,0.516,58,88.38
2012,2857,9.2,7.6,208,1.9,0.516,30,93.82
2012,2879,8.3,7.7,158,2,0.516,48,93.82
2012,1625,5.9,7.1,338,6.6,0.516,522,67.06
2012,1626,4.3,7.4,269,12.3,0.516,412,67.42
2012,2858,8.2,7.1,109,3.3,0.516,12,89.32
2012,2859,11.1,7.6,131,3.6,0.516,32,89.32
2012,2860,7.4,7.1,116,2.7,0.516,55,88.38
2012,2880,8.2,7.6,112,2.1,0.516,31,94
2012,1927,8.5,7.5,169,3.6,0.516,41,89.14
2012,2853,11.4,7.2,128,1,0.516,20,94
2012,2854,8.9,7.6,221,1.7,0.516,30,93.82
2012,2856,9.3,7.6,193,2.3,0.516,41,93.82
2012,2870,9.1,7.3,217,3.9,0.516,67,83.52
2012,2871,7.9,7.3,131,0.8,0.516,38,94
2012,2872,8.7,7.4,176,2.2,0.516,36,93.82
2012,2855,8.1,7.3,199,2.2,0.516,56,88.2
2012,2876,8.2,7.4,170,2.2,0.516,39,93.82
2012,3383,7.7,7.2,95,1.8,2.67,50,94
2012,3384,7.6,7.2,92,2.5,2.41,45,94
2012,3380,9.9,7.2,65,1.5,2.31,55,88.56
2012,1632,7.6,7.4,93,2.1,2.89,408,88.38
2012,1428,5.5,2.9,568,6.8,1.12,33,61.8
2012,3369,7.6,7,42,1.3,3.01,27,94.18
2012,3370,7.7,7.1,45,1.4,2.89,22,94.18
2012,3371,8.3,7,59,1.7,2.86,33,94.18
2012,3375,6.9,2.6,1072,3.2,1.17,21,72.1
2012,3376,7.7,6.3,250,2.1,3.88,326,71.52
2012,3381,8.8,7.3,37,1.5,1.62,35,94.18
2012,3382,7.3,7.3,72,2,1.65,36,94.18
2012,3377,7.5,7,38,1.7,2.2,40,94.18
2012,3378,7.8,7.1,44,1.6,2.62,33,94.18
2012,1631,7,7,100,2.4,3.03,2600,82.76
2012,3379,7.5,6.3,52,1.7,0.82,21,77.68
2012,3367,6.4,6.9,61,2.6,3.88,538,79.64
2012,3368,7.5,7.1,39,1.4,2.88,22,94.18
2012,3372,8,7.1,41,1.4,3.35,25,94.18
2012,1633,7.9,7.3,93,1.7,5.02,418,88.38
2012,3353,7.5,6.9,69,1.9,4.92,49,90.88
2012,3354,7.9,7.2,46,1.7,2.72,45,94.18
2012,3355,8,7.2,42,1.4,2.47,31,94.18
2012,3356,7.7,7.1,101,1.5,3.42,43,94
2012,3350,7.2,7.1,49,1.6,2.86,40,94.18
2012,3351,8.2,7.1,49,1.2,2.81,32,94.18
2012,3352,7.8,7.1,58,1.5,2.97,43,94.18
2012,3359,3.9,7.1,235,16.9,16.61,23000,44.94
2012,3360,4.9,7.1,182,14.2,11.61,15500,50.74
2012,3361,2.7,7.1,281,35.4,14.84,62667,33.7
2012,3362,2.5,7.1,382,37.2,11.81,87167,33.34
2012,3357,8,7,48,1.4,3.8,41,94.18
2012,3358,8.4,7.1,48,1.2,3.08,45,94.18
2012,3363,6.8,6.6,49,1.9,3.07,38,84.28
2012,3364,2.1,7,286,45.6,10.61,84500,33.7
2012,3365,4,7.1,194,22.4,10.47,45250,45.12
2012,1427,7.7,7.2,107,6.6,3.02,425,79.02
2012,3366,7.6,7.1,51,2,2.6,81,88.56
2012,3373,7.7,7.1,46,1.6,3.93,22,94.18
2012,3374,7.7,7.1,49,1.9,3.89,26,94.18
2012,2050,6.5,7.4,297,1,0.13,438,88.02
2012,2051,6.3,7.5,287,0.9,0.14,204,88.02
2012,2052,6.5,7.2,375,1.1,0.17,625,82.04
2012,2053,6.9,6.9,349,1.1,0.18,503,78.74
2012,1403,6.6,7.8,165,1.6,0.516,316,88.2
2012,1404,6.4,8,155,3.9,0.5,516,77.9
2012,1726,6.5,8,168,4.2,0.99,616,77.9
2011,1393,6.7,7.7,218,5,1.31,468,83.52
2011,2459,4.2,7.9,4909,18,7,468,67.06
2011,2460,4.6,8,23576,158.8,6.88,46,58.64
2011,2461,4.8,7.8,65700,164,3.42,468,53.02
2011,2462,6.7,8.5,235,1.8965,3.1,468,88.02
2011,2463,6.7,8.3,262,1.8965,0.516,468,88.02
2011,2464,6.8,7.8,227,1.8965,0.516,468,88.02
2011,2465,6.8,8.5,249,1.8965,0.11,468,88.02
2011,2466,4.2,8.2,2754,42,0.516,468,67.06
2011,1150,7.1,7.3,212,1.4,0.84,6,93.82
2011,1246,5,8.3,12771,4.1,1.48,30,77.36
2011,1860,6.7,8,304,1.5,0.18,3550,82.04
2011,1861,5.8,7.7,1315,2.5,0.22,6800,76.42
2011,1862,5.9,7.6,36593,3.9,0.07,3200,71.74
2011,1865,7.6,7.7,1291,10,0.34,77,78.3
2011,1148,6,7.7,18865,3.6,3.12,2450,77.36
2011,1435,4.3,8.4,605,6.5,1.68,15,72.68
2011,1149,3.7,8.2,600,4.3,1.66,20,71.74
2011,1438,4.6,7.2,729,4,0.33,2300,66.12
